date,ENEL_logret_hat,ENEL_logret_true,NKT_logret_hat,NKT_logret_true,VWS_logret_hat,VWS_logret_true
2019-12-06,-0.031630709767341614,-0.013187,0.24776671826839447,0.241244,0.11214304715394974,0.068395
2019-12-09,-0.019139140844345093,-0.026589,0.20632798969745636,0.217013,0.11295250058174133,0.05551
2019-12-10,-0.02622445486485958,-0.036474,0.1516767144203186,0.254781,0.15042957663536072,0.045448
2019-12-11,-0.01636764593422413,-0.017468,0.16129156947135925,0.282424,0.12953433394432068,0.041011
2019-12-12,-0.020133063197135925,-0.00437,0.15164877474308014,0.285878,0.11046800762414932,0.063855
2019-12-13,-0.03000739775598049,0.010152,0.2087397277355194,0.245173,0.17658200860023499,0.051834
2019-12-16,-0.008868861943483353,0.00578,0.12252937257289886,0.314383,0.13791963458061218,0.077844
2019-12-17,-0.008574889972805977,0.026013,0.21509192883968353,0.248497,0.13377104699611664,0.076718
2019-12-18,-0.005683309398591518,0.026126,0.23976391553878784,0.240277,0.15514107048511505,0.064421
2019-12-19,-0.0077363476157188416,0.031933,0.21796059608459473,0.194271,0.1527683585882187,0.068045
2019-12-20,-0.004531090147793293,0.065926,0.25954747200012207,0.21376,0.158235564827919,0.054716
2019-12-23,-0.003625757060945034,0.048512,0.2409156709909439,0.142514,0.17942985892295837,0.051449
2019-12-27,-0.001997680403292179,0.034191,0.2995727062225342,0.115034,0.1547984480857849,0.05262
2019-12-30,0.001573849469423294,0.024339,0.23264768719673157,0.086328,0.14559338986873627,0.041862
2020-01-02,0.013277696445584297,0.048305,0.2691833972930908,0.124305,0.16832709312438965,0.013435
2020-01-03,-0.0032660970464348793,0.049762,0.2628623843193054,0.115791,0.16608187556266785,0.004946
2020-01-06,0.0015216553583741188,0.089655,0.28184351325035095,0.068224,0.15078240633010864,-0.014697
2020-01-07,0.0091920280829072,0.079121,0.226680189371109,0.07611,0.14271023869514465,-0.018588
2020-01-08,-0.0028768451884388924,0.077181,0.24289382994174957,0.015451,0.15211078524589539,-0.0169
2020-01-09,-0.0029412275180220604,0.084155,0.309183806180954,0.024825,0.15749377012252808,-0.027972
2020-01-10,0.06371381878852844,0.090202,0.03354398161172867,-0.034083,0.006940742954611778,-0.048416
2020-01-13,0.052183665335178375,0.102362,0.10408338904380798,-0.059509,0.03861316293478012,-0.043465
2020-01-14,0.05141393840312958,0.094905,0.09030856937170029,-0.095625,0.04345192760229111,-0.03815
2020-01-15,0.06827186048030853,0.085787,0.0017377370968461037,-0.090757,0.029578479006886482,-0.022301
2020-01-16,0.059585392475128174,0.105215,0.025263670831918716,-0.146056,0.02618097886443138,-0.040993
2020-01-17,0.060903772711753845,0.109249,0.07659211754798889,-0.090446,0.048603616654872894,-0.028297
2020-01-20,0.07847513258457184,0.094786,0.014659413136541843,-0.123793,0.043290138244628906,-0.039372
2020-01-21,0.05652480572462082,0.082125,0.00894385576248169,-0.112858,0.08125545084476471,-0.038075
2020-01-22,0.0625385195016861,0.078499,0.03288422152400017,-0.071017,0.045734792947769165,-0.023412
2020-01-23,0.08675525337457657,0.084866,0.016073718667030334,-0.060009,0.047652289271354675,-0.029942
2020-01-24,0.07555776089429855,0.081216,-0.026190135627985,-0.040428,0.08025354892015457,0.002092
2020-01-27,0.06362009048461914,0.066017,-0.009488559328019619,-0.065052,0.05850359424948692,-0.023114
2020-01-28,0.0746997818350792,0.10115,0.01786908321082592,-0.043531,0.07030041515827179,-0.025213
2020-01-29,0.060393981635570526,0.12483,-0.025499599054455757,-0.025802,0.06105838716030121,0.023199
2020-01-30,0.062231458723545074,0.11516,-0.026752488687634468,-0.124972,0.061043161898851395,0.012958
2020-01-31,0.09234586358070374,0.086318,-0.023699017241597176,-0.094309,0.020946156233549118,0.036632
2020-02-03,0.060951098799705505,0.097445,-0.03670955076813698,-0.046353,0.05510430037975311,0.034559
2020-02-04,0.053940244019031525,0.101203,-0.03641986846923828,-0.012398,0.06699200719594955,0.070035
2020-02-05,0.06543908268213272,0.104397,-0.006354109384119511,0.035862,0.03865255415439606,0.111878
2020-02-06,0.06635744869709015,0.106318,-0.09961261600255966,0.037091,0.050481248646974564,0.118891
2020-02-07,0.09760958701372147,0.097513,0.04012583568692207,0.018103,0.06807759404182434,0.117469
2020-02-10,0.10395380854606628,0.102654,0.014906845055520535,0.050736,0.04891137033700943,0.109134
2020-02-11,0.11643239855766296,0.101434,-0.07937006652355194,0.107701,0.01557304710149765,0.127188
2020-02-12,0.12088313698768616,0.091382,0.012445607222616673,0.116628,0.10619644075632095,0.079829
2020-02-13,0.14227135479450226,0.07589,-0.044718872755765915,0.143123,0.06076015904545784,0.055834
2020-02-14,0.1351189762353897,0.068734,-0.09062206000089645,0.136262,0.034288447350263596,0.050659
2020-02-17,0.11229351162910461,0.094953,0.03436559438705444,0.12148,0.13623374700546265,0.051776
2020-02-18,0.1278509497642517,0.107067,0.002822959329932928,0.189019,0.09007186442613602,0.043562
2020-02-19,0.13721080124378204,0.12672,-0.03541386127471924,0.174972,0.08381516486406326,0.06585
2020-02-20,0.1036602184176445,0.10102,0.04568878933787346,0.150562,0.14571721851825714,0.08615
2020-02-21,0.10477274656295776,0.076298,0.0214786846190691,0.097548,0.13456852734088898,0.073084
