stock,DA_high,n_high,DA_low,n_low,delta,t_stat,p_value
ENEL_bin,0.542222,225,0.482890,263,0.059332,1.306872,0.191889
NKT_bin,0.466667,225,0.494297,263,-0.027630,-0.607995,0.543482
VWS_bin,0.475556,225,0.524715,263,-0.049159,-1.081725,0.279924
