stock,DA_high,n_high,DA_low,n_low,delta,t_stat,p_value
ENEL_logret,0.475556,225,0.501901,263,-0.026346,-0.579396,0.562597
NKT_logret,0.528889,225,0.479087,263,0.049801,1.095961,0.273652
VWS_logret,0.488889,225,0.501901,263,-0.013012,-0.286021,0.774987
